text_nonstop,text_lemma,text,length_text_nonstop,length_text_lemma,length_text,label,count_word_text_nonstop,count_word_text_lemma,count_word_text
adquira agora livro ideologia genero educacao doutrinacao sendo introduzida,adquirar agora livro ideologia genero educacao doutrinacao ser introduzer,adquira agora o livro a ideologia de genero na educacao como esta doutrinacao esta sendo introduzida nas paginaweb,75,73,114,0,17,17,21
adquira cupom pra dar pro clube macho antes 4hs chibata agora sao 8 blackfriday,adquirar cupom pra dar pro clube macho antes 4hs chibata agora sao 8 blackfriday,adquira seu cupom pra dar pro clube do macho antes eram 4hs de chibata agora sao 8 blackfriday,79,80,94,0,24,24,24
advogado deputado nao pode renovarportugal portugal,advogado deputado nao poder renovarportugal portugal,advogado e deputado nao pode ser paginaweb renovarportugal portugal,51,52,67,0,13,13,17
advogados abandonam tal moca acusou feliciano abusoagora tal mocaataca outros deputado procurador,advogado abandonar tal moca acusar feliciano abusoagorar tal mocaataca outro deputado procurador,advogados abandonam a tal moca que acusou feliciano de abusoagora a tal mocaataca outros deputado procurador paginaweb,97,96,118,0,19,19,21
antes voltar importante abrir cerveja matinal fodase,antes voltar importante abrir cerveja matinal fodase,a e antes de voltar ao mais importante e abrir a minha cerveja matinal fodase,52,52,77,0,18,18,19
aeciomaiscitadoque bolsonaro discussao sobre idiotas homofobia d,aeciomaiscitadoque bolsonaro discussaor sobre idiota homofober d,aeciomaiscitadoque bolsonaro em discussao sobre idiotas e homofobia d,64,64,69,0,18,18,18
aeeeee dilma caiu ja posso viajar pra miami agora,aeeeee dilma cair ja poder viajar pra miami agora,aeeeee dilma caiu ja posso viajar pra miami agora,49,49,49,0,16,14,16
emma stone podia ir vestida saco lixo rodeado sacos lixo dentro camiao lixo nunca estaria mal oscars,emma stone poder ir vestir saco lixo rodear saco lixo dentro camiao lixo nunca estar mal oscar,a emma stone podia ir vestida de saco de lixo rodeado de sacos do lixo dentro de um camiao de lixo que nunca estaria mal oscars,100,94,127,0,17,17,18
entrevista longa super bowl hoje noite 800 pm 000 br divirtase,entrevista longo super bowl hoje noite 800 pm 000 br divirtase,a entrevista mais longa do super bowl com nomeusuario hoje a noite as 800 pm 000 br divirtase paginaweb,62,62,103,0,22,22,23
homens comecam usar cor rosa,homem comecar usar cor roso,a era em que homens comecam a usar cor de rosa paginaweb,28,27,56,1,11,10,18
aeroporto mario soares so faria sentido ota macau,aeroporto mario soares so fazer sentido ota macau,aeroporto mario soares so faria sentido se fosse na ota ou em macau,49,49,67,0,15,16,15
esquerda assim lamenta morte bandidos diz matou pouco pra genocidas stalin matou po,esquerdo assim lamentar morte bandir dizer matar pouco pra genocidas stalin matar po,a esquerda e assim lamenta a morte de bandidos mas diz matou pouco pra genocidas depois do stalin matou foi po paginaweb,83,84,120,1,19,19,21
esquerda palavra sujeira defendem ideologia sanguinaria culpam sistema usam sao,esquerdo palavra sujeira defender ideologia sanguinarer culpar sistema usar sao,a esquerda em uma palavra sujeira defendem uma ideologia sanguinaria e culpam um sistema que eles mesmo usam sao paginaweb,79,79,122,1,20,20,22
esquerda proprio zumbi palmares quer libertar negros escravidao pra escravizalos outra,esquerdo proprio zumbi palmar querer libertar negro escravidao pra escravizalo outro,a esquerda e o proprio zumbi dos palmares quer libertar os negros de uma escravidao pra escravizalos em outra paginaweb,86,84,119,1,20,20,21
esquerda morrendo cancer terminal,esquerdar morrer cancer terminal,a esquerda esta morrendo de um cancer terminal paginaweb,33,32,56,1,15,15,19
esquerda fala sobre rebelioes justificam superlotacao nao fala motivo fizeram irem pras prisoes,esquerdo falar sobre rebelioes justificam superlotacao nao falar motivo fazer ir pra prisoes,a esquerda fala muito sobre essas rebelioes e justificam a superlotacao mas nao fala do motivo que fizeram eles irem pras prisoes,95,92,129,0,21,21,21
esquerda faz monte merda gente obrigado ver midia chamando direita extrema,esquerdo fazer monte merda gente obrigar ver midia chamar direita extremo,a esquerda faz um monte de merda e a gente e obrigado a ver a midia chamando a direita de extrema,74,73,97,0,21,21,21
esquerda filha puta sempre,esquerdo filha puto sempre,a esquerda filha da puta como sempre paginaweb,26,26,46,1,15,16,21
esquerda gosta viver sujeira gosta feio idolatra burrice pichacao nao arte coisa vagabundo,esquerdo gostar viver sujeira gostar feio idolatra burrice pichacao nao arte coisa vagabur,a esquerda gosta de viver na sujeira gosta do feio e idolatra a burrice pichacao nao e arte e coisa de vagabundo paginaweb,90,90,122,0,21,21,22
esquerda inventa problema incute cabeca pessoas problema existe repete mentira ate acredit,esquerdo inventar problema incute cabeca pessoa problema existir repetir mentira ate acredit,a esquerda inventa o problema incute na cabeca das pessoas que o problema existe repete a mentira ate que acredit paginaweb,90,92,123,0,19,19,21
esquerdalha comunista anarquista sempre sera escumalha selvagem carregada odio violencia,esquerdalha comunista anarquistar sempre sero escumalha selvagem carregar odio violencio,a esquerdalha comunista e anarquista sempre foi e e sera uma escumalha selvagem carregada de odio e violencia paginaweb,88,88,119,0,19,19,22
esquerdalha protegida sistema media melhor mostrar tolerancia defende nantes,esquerdalha protegido sistema media melhor mostrar tolerancia defender nante,a esquerdalha protegida pelo sistema e pelos media no seu melhor a mostrar a tolerancia que defende nantes paginaweb,76,76,116,1,19,19,21
esquerda reclama coisas inventadas propria esquerda racismo homofobia machismo nazismo cultura estupro luta classes,esquerdo reclamar coisa inventar proprio esquerdo racismo homofober machismo nazismo culturar estupro luta classe,a esquerda reclama das coisas inventadas pela propria esquerda racismo homofobia machismo nazismo cultura de estupro e luta de classes,115,113,134,0,21,21,21
etica imprensa regional contrasta cartel comunicacao social alcance nacional felicito,etico imprenso regional contrasta cartel comunicacao social alcance nacional felicito,a etica da imprensa regional contrasta com o cartel da comunicacao social de alcance nacional felicito o paginaweb,85,85,114,0,16,16,19
europa doente submissa espectaculos mariquice nojenta claro torna presa facil isla,europa doente submissar espectaculo mariquice nojentar claro tornar presa facil isla,a europa muito doente e submissa a estes espectaculos de mariquice nojenta claro que se torna presa facil do isla paginaweb,82,84,123,1,19,19,21
fdp nao come carne quer q vc tb nao coma chupar pau nao quer,fdp nao comer carne querer q vc tb nao coma chupar pau nao querer,a fdp nao come carne e quer q vc tb nao coma chupar meu pau ela nao quer,60,65,72,1,17,17,18
6a feira dia overdose tourette hoje caravana ericeira auditorio jaime lobo silva 22h is,6a feira dia overdose tourette hoje caravano ericeira auditorio jaime lobo silva 22h is,6a feira e dia de overdose de tourette e hoje a caravana para na ericeira auditorio jaime lobo e silva 22h is paginaweb,87,87,119,0,21,21,24
feminazi cara pau pedir dinheiro blog ganhando boquinha 11 mil v,feminazi cara pau pedir dinheiro blog ganhar boquinha 11 mil v,a feminazi nomeusuario tem a cara de pau de pedir dinheiro em seu blog mesmo ganhando uma boquinha de 11 mil v paginaweb,64,62,120,1,21,21,24
feminista pode ate dar alma primeiro encontro favor usecamisinha puta consciente,feminista poder ate dar alma primeiro encontro favor usecamisinho puta consciente,a feminista pode ate dar a alma dela no primeiro encontro mas por favor usecamisinha seja uma puta consciente,80,81,109,1,18,18,19
programa sexo acham absurdo familias nao falarem abertamente sexo casa ate pq certamente,programa sexo achar absurdo familio nao falar abertamente sexo casa ate pq certamente,a nomeusuario e seu programa de sexo acham um absurdo as familias nao falarem abertamente de sexo em casa ate pq ela certamente,88,85,127,0,21,21,21
festa branco evento promete marcar cruzeiro diamantes 2017 aqui estao algumas inspiracoes,festa branco evento prometer marcar cruzeiro diamante 2017 aqui estao algum inspiracoes,a festa do branco e um evento que promete marcar o cruzeiro diamantes 2017 aqui estao algumas inspiracoes paginaweb,89,87,115,0,25,25,26
afffffff so deus fica olhando funca atual ex,afffffffr so deus ficar olhar funca atual ex,afffffff so por deus eu te que fica olhando a funca da atual da minha ex,44,44,72,1,15,16,19
afff n dou nada,afff n dar nada,afff n te dou mais nada paginaweb,15,15,33,0,7,6,16
aff pq vc pinta cabelotd mundo sabe q vermelho loiro so fica bom tom pele clara,aff pq vc pinto cabelotdr mundo saber q vermelho loiro so ficar bom tom pele claro,aff pq vc pinta o cabelotd mundo sabe q vermelho e loiro so fica bom em tom de pele clara,79,82,89,1,20,20,20
aff so nao negro oscar agora sao racista pfvr miga melhore,aff so nao negro oscar agora sao racistar pfvr miga melhore,aff so por que nao tem negro no oscar agora eles sao racista pfvr miga melhore,58,59,78,0,17,17,19
afinal constituicao republica feita senhores serve violada,afinal constituicaor republico fazer senhor servir violar,afinal a constituicao da republica feita por estes senhores serve para que e para ser violada paginaweb,58,57,103,1,18,18,21
afinal privatizacao ensino mediosuperior brasileiro fim projetos sociais ajudam milhoes vai levantar pais,afinal privatizacao ensino mediosuperior brasileiro fim projeto social ajudar milhoes ir levantar pai,afinal a privatizacao do ensino mediosuperior brasileiro e o fim dos projetos sociais que ajudam milhoes e o que vai levantar o pais,105,101,132,1,21,21,22
afinal time presidio precisa goleiro,afinal time presidio precisar goleiro,afinal o time do presidio precisa de goleiro paginaweb,36,37,54,0,16,16,18
forca sonho,forca sonho,a forca do sonho nomeusuario paginaweb,11,11,38,0,9,9,18
forma voce ve nao altera voce fato,forma voce ve nao altera voce fato,a forma como voce se ve nao altera o que voce e de fato paginaweb,34,34,65,0,12,12,21
ixi amiga marron marromenos termino namoro foda ne,ixi amigo marron marromeno termino namoro foda ne,nomeusuario ixi amiga marron marromenos termino de namoro foda ne,50,49,65,0,14,13,15
amiga diz eavidasegue,amigo dizer eavidasegue,nomeusuario nem eu amiga nem eu e como ela diz eavidasegue,21,23,58,0,11,13,16
ooowwww amorrr ja chegou,ooowwww amorrr ja chegar,nomeusuario ooowwww amorrr ja chegou,24,24,36,0,12,11,15
quero saber tudooo diaaaa,querer saber tudooo diaaaar,nomeusuario quero saber tudooo como foi o diaaaa,25,27,48,0,12,12,16
sei la inventei agora catita hahaha,saber la inventar agora catito hahaha,nomeusuario sei la inventei agora catita hahaha,35,37,47,0,14,15,16
abril seminario sobre ideologia generocom certificado 08 09 abril ariquemesro,abril seminario sobre ideologia generocom certificar 08 09 abril ariquemesro,nomeusuario abril seminario sobre ideologia de generocom certificado 08 e 09 abril ariquemesro paginaweb,77,76,104,0,21,21,23
agenda actualizada proximos meses,agenda actualizar proximos mês,agenda actualizada para os proximos meses paginaweb,33,30,51,0,18,19,20
agenda 1112 e13 marcosp congressoevangelizarkids informacoes igreja batista povo,agendar 1112 e13 marcosp congressoevangelizarkids informacoes igreja batista povo,agenda 1112 e13 de marcosp congressoevangelizarkids informacoes igreja batista do povo paginaweb,80,81,96,0,24,24,25
agendamaio palestra sobre identidade generoideologia genero saoluizmaranhao,agendamaio palestra sobre identidade generoideologia genero saoluizmaranhao,agendamaio palestra sobre identidade de generoideologia de genero saoluizmaranhao paginaweb,75,75,91,0,18,18,19
agenda marco 18 19 simposio sobre ideologia genero,agendar marco 18 19 simposio sobre ideologia genero,agenda marco 18 e 19 simposio sobre ideologia de genero,50,51,55,0,18,18,18
agenda marco ideologia genero,agendar marco ideologia genero,agenda marco ideologia de genero paginaweb,29,30,42,1,12,12,15
agenda proximos tempos bilhetes fnac ticketline,agendar proxi tempo bilhete fnac ticketline,agenda para os proximos tempos bilhetes na fnac e ticketline paginaweb,47,43,70,0,20,19,21
agenda saopaulo 1103 congresso evangelizar kids igreja batista povo,agendar saopaulo 1103 congresso evangelizar kids igreja batistar povo,agenda saopaulo 1103 congresso evangelizar kids igreja batista do povo paginaweb,67,69,80,0,23,23,24
agendas dias 18 19 marco campinassp simposio ideologia genero cultos familiar,agenr dia 18 19 marco campinassp simposio ideologia genero culto familiar,agendas dias 18 e 19 de marco em campinassp simposio de ideologia de genero e cultos familiar,77,73,93,0,20,20,20
agende seminario palestras lideranca jovens igreja geral sobre ideologia genero 5 livros,agende seminario palestra lideranca jovem igreja geral sobre ideologia genero 5 livro,agende seminario ou palestras para lideranca jovens e igreja geral sobre ideologia de genero com 5 livros paginaweb,88,85,115,0,19,19,21
gente mulher humano burra acreditar ainda possa ter amor verdadeiro,gente mulher humano burra acreditar ainda poder ter amor verdadeiro,a gente mulher e um ser humano mais burra acreditar que ainda possa ter amor verdadeiro,67,67,87,0,19,18,20
gente nao sabe mulher ta feliz burca nao sabe tranquilo p travesti ta roupa etc etc etc,gente nao saber mulher ta feliz burca nao sabe tranquilo p travesti ta roupa etc etc etc,a gente nao sabe se a mulher ta feliz de burca nao sabe se e tranquilo p travesti ta com aquela roupa etc etc etc,87,88,113,0,21,21,22
cara escolhe foto fanfarrao,car escolhe foto fanfarrao,nomeusuario o cara que escolhe foto e muito fanfarrao,27,26,53,0,12,12,16
fazer grevenao trabalhare alivio brasil ja so faz atrapalhar pais devo,fazer grevenao trabalhare alivio brasil ja so fazer atrapalhar pai dever,a nomeusuario fazer grevenao trabalhare um alivio para o brasil ja que ela so faz atrapalhar o pais mesmo devo paginaweb,70,72,120,1,19,19,23
globo mentiu futebol feminino mulherada sempre iludida acredita tudo normal,globo mentir futebol feminino mulherar sempre iludir acreditar tudo normal,a globo mentiu para o futebol feminino e a mulherada como sempre iludida acredita tudo normal,75,74,93,1,19,19,19
globo so mostra belezas amor carnavalmas quer saber verdade liga mostrando tda violencia,globar so mostrar belezas amor carnavalmas querer saber verdade ligar mostrar tda violencia,a globo so mostra as belezas e o amor do carnavalmas se quer saber a verdade liga na nomeusuario que esta mostrando tda violencia,88,91,129,0,19,19,19
